TAG_DATA_DATE,ACTUAL_VALUE,PREDICT_VALUE,RESIDUAL_VALUE
2018-12-08 07:41:00,359.02024,358.82773,0.19251
2018-12-08 07:42:00,359.129,358.43081,0.69819
2018-12-08 07:43:00,358.91153,358.601,0.31053
2018-12-08 07:44:00,358.93301,358.89341,0.0396
2018-12-08 07:45:00,359.18779,358.3981,0.78969
2018-12-08 07:46:00,359.07199,358.60911,0.46288
2018-12-08 07:47:00,359.19417,358.77247,0.4217
2018-12-08 07:48:00,359.07001,358.97129,0.09872
2018-12-08 07:49:00,359.6337,359.23911,0.39459
2018-12-08 07:50:00,359.52399,359.23663,0.28736
2018-12-08 07:51:00,360.60129,359.18046,1.42083
2018-12-08 07:52:00,360.62601,359.21513,1.41088
2018-12-08 07:53:00,360.03816,359.02333,1.01483
2018-12-08 07:54:00,360.07599,359.09806,0.97793
2018-12-08 07:55:00,359.72061,359.07715,0.64346
2018-12-08 07:56:00,359.686,359.14388,0.54212
2018-12-08 07:57:00,359.93817,359.22487,0.7133
2018-12-08 07:58:00,359.97601,359.26127,0.71474
2018-12-08 07:59:00,359.4986,359.21173,0.28687
2018-12-08 08:00:00,359.40601,359.24832,0.15769
2018-12-08 08:01:00,359.50111,359.00168,0.49943
2018-12-08 08:02:00,359.36801,359.07407,0.29394
2018-12-08 08:03:00,359.85104,358.77425,1.07679
2018-12-08 08:04:00,359.89801,358.69603,1.20198
2018-12-08 08:05:00,358.97635,358.84949,0.12686
2018-12-08 08:06:00,358.987,358.45888,0.52812
2018-12-08 08:07:00,358.99684,358.52873,0.46811
